title,text,rating,author,date,company,source_type,source_platform,search_keyword,url,collected_at
회원님은 현재 휴면계정입니다라는 글의 반복,고객센터 문의해서 휴면계정 해제하고 다른 기기로는 전부 다 들어가지는데 제 폰에서 로그인할 때만 저 글의 반복 해제하려면 번호 입력하고 인증번호를 입력해야한다는데 번호 입력하고 인증 요청 버튼을 눌러도 눌러지지 않음 인증버튼을 눌리게 하든가 이게 뭐임 진짜,1,내가화가없는사람인데,2021-12-10T16:12:28-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
아이폰 네이버 로그인안됨,네이버 회원으로 로그인이안되요... 아래 네이버버튼 클릭시 회원가입창이 뜨네요,1,세르니얌,2021-10-19T07:57:04-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱오류,앱이 안들어가지는데 어떻게 해야하는건지....지웠다가 다시 깔아도 똑같은데......,1,하로니오0,2021-10-16T08:00:58-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
지들 맘대로 변경,컴터 폰 모두 수강하고 전 책상에 앉아야 잘보는데 자들 맘대로 컴터 막는 횡포를 부리다니 된다면 환불받고 리얼클레스로 넘어가고 싶네요,1,코코코앱ㅇ,2021-10-12T07:59:05-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
서버 연결 불가,핸드폰 어플로 들어갔더니 자동 로그아웃 되어있고 서버연결이 안된다고 뜨는데 출첵도 못하고 상담도 현재 못받는데 어쩌란 말이죠?,1,ㅜㅗㅜㅗㅜㅗ,2021-10-03T18:19:41-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
네트워크 연결 실패로 출석체크가 안돼요,평생수강 신청해서 출석 체크 해야하는데 평생수강권 받을 수 있는 누적일수 하루 남겨놓고 출석 체크가 안돼요 핸드폰 재시동도 하고 어플도 다시 깔았는데도 안되네요 오늘 안에 출석 체크 못하면 끝인데 얼른 복구해주세요,4,kimzinc,2021-10-03T18:17:33-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
힝.. 로그인 접속이 안되요..,왜 안되는건가오오오오오..,2,휴지이이,2021-10-03T17:59:42-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
이 돈 주고 할바엔,그냥 비비씨 러닝 잉글리쉬 들으세요. 평생수강권 했는데 막상 강의도 별로 없고 정말 조악합니다. 대체 왜이렇게 강사 둘이 나와서 쳐 사담하는지 모르겠어요.남자강사가 못하는척 콩글리쉬 발음하는거 여자가 왜 가르쳐 주는지 모르겠음 처음엔 일반인인줄 알았는데 나중엔 강사로 나오더라 ㅋㅋ자꾸 이상한 사람 앉혀놓고 걔하는거 테스트 해주고 자빠졌..샘플만 보고 속지말자...,1,야나두구려,2021-08-20T03:05:31-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
화질 무엇…,"10년 전 강의보다 못한 화질이네요.
요즘 이런 화질로 강의 제공하는 업체가 있나요?ㅠㅠ
이전 부터 개선 요구가 많이 있었던가 같은데 
아직도 그대로인걸 보면 앱 관리가 잘 안되나봐요..",2,송눈누,2021-08-16T15:55:35-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
기존 어플 강의는 다 사라진건가요??,"기존 어플로 강의 계속 듣고있었는데
강의도 없어지고.. 어떻게 이용해야 하는지
안내가 있으면 좋겠어요",3,오류는이제그만,2021-07-19T23:16:55-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
라디오 강의 백그라운드 재생,"라디오 강의를 듣는 수강생입니다
라디오 강의인데 백그라운드 재생이 안되는건 너무 불편하네요..
주로 대중교통출퇴근시 강의듣고있는데 
화면이 계속 켜져있다보니 걷다보면 다른것들이 눌리고 배터리도 빨리소모되고......
개선 부탁드리겠습니다",3,yaaaaangx2,2021-07-05T05:31:40-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱 접속이 안되네요,"징학금 미션 이대로 실패하는건가 싶네요
야나두만 접속이 안되서 화면녹화 했습니다.
고객센터에 문의하려고 해도 18시까지만 해서 문의를 할 수가 없네요 ㅠ",3,황끼또,2021-06-21T06:07:37-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
서버에 연결할 수 없습니다가 계속 떠요,네트워크를 확인하라고 하는데 다른 어플은 잘만 되고 ㅜㅜ 뭐가 문제 일까요… 돈 주고 강의도 못듣는 사태 ㅎ,1,shh0928,2021-06-21T06:03:10-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
맥북,맥북 갑자기 안 되는데 왜그런건가요??,5,크킄 크,2021-06-04T04:49:05-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
안녕하세요,"장학금신청했는데 왜 입금되지 않을까요?
언제 입금 되나요?",5,ralroo85,2021-06-03T07:07:20-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱 부팅 시간 너무 길어요,앱 켜는데 너무 오래걸려요 키다가 잠들겄네,1,고기만두옆에김치만두,2021-06-01T08:19:21-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
앱이 안들어가져요,"유효한 계정이 아닙니다만 계속뜨고 컴퓨터로는 학습도 안되서 공부를 못하고 있네요. 확인 부탁드립니다.

오늘도 접속이 안됩니다",2,리타123,2021-04-11T21:27:12-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
엘지 노트북에서 같이쓰려는데 왜 다운이안됌?,아이폰쓰고 엘지노트북쓰면 다운이안됌?,1,니이디이니마,2021-04-11T01:51:54-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
팝업,그전버전처럼 강의 하나 끝날때마다 다음강의 볼껀지 팝업떳으면 좋겠어요!! 그럼 한강의라도 더 듣게되거든요,5,아카사타나하마야밍기,2021-03-31T07:42:06-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
AI음성녹음이,업데이트를 해도 앱을 나갔다 다시 열어도 껐다켜도 음성녹음이 4초를 못 넘기고 끊깁니다 덕분에 랩하듯 하고 있어요. 긴 문장의 경우 성우와 속도를 맞추려고 해도 중간에 끊기는 탓에 계속 3-4초 안에 하려고 하니 기억에도 안 남고 발음도 대충하게 됩니다.,2,ㅊㅇㅈㅅ,2021-03-28T03:38:35-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
아이패드 가로모드와 스플릿뷰 지원해주세요,"강의 어플인데 가로모드와 스플릿뷰 지원이 안된다는건 너무 어플이 뒤떨어지는것 같습니다,,,,,,
개선 요청 부탁드려요!",3,Haley Cha,2021-03-27T22:33:18-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
화질이 구려요,화질이 좋았으면 좋겠어요... 너무 구려요.,3,닝니잏,2021-03-24T08:29:17-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
폰이나 태블릿에서만 가능하다면...,"물론 야나두가 짬을 내서 짧은 시간만 투자하여 영어공부를 하는 방식으로 하고 있어 이동중이나 그럴때는 폰이나 태블릿이 편하겠지만... 
집중도는 PC 로 할때가 가장 높을텐데요
이걸 pc에선 안된다고 하니... 이후로 야나두 접속을 하는 횟수가 현저히 줄어버렸습니다. 
태블릿이 없는 저 같은 경우에는 폰으로는 동영상 시청등을 전혀 하지 않고 있는데... 
야나두 때문에 태블릿을 살 수도 없는 거고.. 
PC에서도 가능하게 하여 저를 포함 많은 분들이 짧은 시간에 집중력있게 영어공부를 하는 야나두의 영어공부 강점을 느낄 수 있게 해 주셔야 하는것은 아닌가요? 폰으로 보려고 하니 확실히게 집중력이 너무 떨어집니다. 업그레이드는 누굴 위한 건가요?",1,suhypa,2021-03-22T08:03:19-07:00,yanadu,review,appstore,야나두,https://apps.apple.com/kr/app/id1539582420,2026-01-18T14:39:46.801161
